id,name,score,score2
2207,Student_2207,51,86
2208,Student_2208,71,53
2209,Student_2209,62,52
2210,Student_2210,74,98
2211,Student_2211,91,85
2212,Student_2212,72,84
2213,Student_2213,86,75
2214,Student_2214,90,85
2215,Student_2215,88,96
2216,Student_2216,51,100
2217,Student_2217,86,81
2218,Student_2218,73,60
2219,Student_2219,61,63
2220,Student_2220,63,62
2221,Student_2221,86,87
2222,Student_2222,75,50
2223,Student_2223,66,66
2224,Student_2224,97,85
2225,Student_2225,69,97
2226,Student_2226,87,69
2227,Student_2227,64,81
2228,Student_2228,61,82
2229,Student_2229,50,74
2230,Student_2230,71,61
2231,Student_2231,88,88
2232,Student_2232,57,92
2233,Student_2233,89,81
2234,Student_2234,84,74
2235,Student_2235,96,55
2236,Student_2236,72,79
2237,Student_2237,77,69
2238,Student_2238,76,72
2239,Student_2239,82,95
2240,Student_2240,55,95
2241,Student_2241,59,95
2242,Student_2242,98,76
2243,Student_2243,79,74
2244,Student_2244,88,98
2245,Student_2245,81,53
2246,Student_2246,93,89
2247,Student_2247,71,97
2248,Student_2248,68,91
2249,Student_2249,60,53
2250,Student_2250,79,53
2251,Student_2251,54,57
2252,Student_2252,55,77
2253,Student_2253,98,73
2254,Student_2254,86,89
2255,Student_2255,99,75
2256,Student_2256,66,75
2257,Student_2257,60,73
2258,Student_2258,77,72
2259,Student_2259,77,89
2260,Student_2260,99,84
2261,Student_2261,66,56
2262,Student_2262,95,50
2263,Student_2263,66,51
2264,Student_2264,55,99
2265,Student_2265,58,67
2266,Student_2266,68,61
2267,Student_2267,80,84
2268,Student_2268,100,63
2269,Student_2269,94,76
2270,Student_2270,92,71
2271,Student_2271,71,82
2272,Student_2272,100,50
2273,Student_2273,86,59
2274,Student_2274,91,65
2275,Student_2275,69,91
2276,Student_2276,96,90
2277,Student_2277,59,52
2278,Student_2278,76,58
2279,Student_2279,64,51
2280,Student_2280,76,67
2281,Student_2281,63,92
2282,Student_2282,67,73
2283,Student_2283,61,88
2284,Student_2284,88,97
2285,Student_2285,73,89
2286,Student_2286,78,60
2287,Student_2287,86,53
2288,Student_2288,63,52
2289,Student_2289,68,97
2290,Student_2290,88,77
2291,Student_2291,52,96
2292,Student_2292,61,88
2293,Student_2293,88,53
2294,Student_2294,71,58
2295,Student_2295,82,86
2296,Student_2296,55,81
2297,Student_2297,87,84
2298,Student_2298,52,50
2299,Student_2299,77,100
2300,Student_2300,62,80
2301,Student_2301,67,80
2302,Student_2302,98,67
2303,Student_2303,57,82
2304,Student_2304,92,66
2305,Student_2305,88,95
2306,Student_2306,79,53
2307,Student_2307,85,100
2308,Student_2308,96,65
2309,Student_2309,91,56
2310,Student_2310,78,91
2311,Student_2311,61,54
2312,Student_2312,86,53
2313,Student_2313,69,89
2314,Student_2314,57,66
2315,Student_2315,84,90
2316,Student_2316,92,66
2317,Student_2317,51,81
2318,Student_2318,78,50
2319,Student_2319,56,69
2320,Student_2320,55,100
2321,Student_2321,84,60
2322,Student_2322,55,100
2323,Student_2323,87,87
2324,Student_2324,61,90
2325,Student_2325,53,57
2326,Student_2326,88,63
2327,Student_2327,76,78
2328,Student_2328,59,86
2329,Student_2329,92,65
2330,Student_2330,61,100
2331,Student_2331,77,50
2332,Student_2332,90,83
2333,Student_2333,71,78
2334,Student_2334,93,78
2335,Student_2335,70,97
2336,Student_2336,98,62
2337,Student_2337,94,61
2338,Student_2338,62,84
2339,Student_2339,99,81
2340,Student_2340,89,97
2341,Student_2341,98,97
2342,Student_2342,96,62
2343,Student_2343,72,94
2344,Student_2344,72,96
2345,Student_2345,55,50
2346,Student_2346,67,58
2347,Student_2347,91,62
2348,Student_2348,56,55
2349,Student_2349,66,79
2350,Student_2350,76,95
2351,Student_2351,74,53
2352,Student_2352,90,93
2353,Student_2353,92,62
2354,Student_2354,72,66
2355,Student_2355,63,54
2356,Student_2356,90,58
2357,Student_2357,72,71
2358,Student_2358,64,56
2359,Student_2359,79,99
2360,Student_2360,70,62
2361,Student_2361,96,81
2362,Student_2362,63,63
2363,Student_2363,100,87
2364,Student_2364,98,92
2365,Student_2365,86,83
2366,Student_2366,73,77
2367,Student_2367,50,64
2368,Student_2368,76,89
2369,Student_2369,95,69
2370,Student_2370,75,90
2371,Student_2371,74,60
2372,Student_2372,90,54
2373,Student_2373,68,84
2374,Student_2374,93,54
2375,Student_2375,81,67
2376,Student_2376,72,63
2377,Student_2377,62,86
2378,Student_2378,68,56
2379,Student_2379,88,83
2380,Student_2380,64,91
2381,Student_2381,63,50
2382,Student_2382,54,91
2383,Student_2383,66,71
2384,Student_2384,50,73
2385,Student_2385,53,79
2386,Student_2386,72,100
2387,Student_2387,70,91
2388,Student_2388,98,95
2389,Student_2389,88,57
2390,Student_2390,50,80
2391,Student_2391,51,82
2392,Student_2392,56,78
2393,Student_2393,67,89
2394,Student_2394,59,58
2395,Student_2395,53,98
2396,Student_2396,63,88
2397,Student_2397,85,55
2398,Student_2398,81,95
2399,Student_2399,64,54
2400,Student_2400,84,77
2401,Student_2401,65,71
2402,Student_2402,90,54
2403,Student_2403,51,58
2404,Student_2404,65,68
2405,Student_2405,69,98
2406,Student_2406,53,68
2407,Student_2407,92,80
2408,Student_2408,57,53
2409,Student_2409,62,73
2410,Student_2410,90,57
2411,Student_2411,85,53
2412,Student_2412,70,99
2413,Student_2413,82,52
2414,Student_2414,59,53
2415,Student_2415,89,68
2416,Student_2416,55,70
2417,Student_2417,76,53
2418,Student_2418,84,61
2419,Student_2419,82,94
2420,Student_2420,90,90
2421,Student_2421,73,50
2422,Student_2422,93,61
2423,Student_2423,70,68
2424,Student_2424,52,64
2425,Student_2425,51,72
2426,Student_2426,69,89
2427,Student_2427,69,67
2428,Student_2428,99,99
2429,Student_2429,58,74
2430,Student_2430,57,73
2431,Student_2431,77,90
2432,Student_2432,95,100
2433,Student_2433,72,76
2434,Student_2434,91,78
2435,Student_2435,63,69
2436,Student_2436,70,64
2437,Student_2437,58,95
2438,Student_2438,99,90
2439,Student_2439,77,96
2440,Student_2440,90,63
2441,Student_2441,79,77
2442,Student_2442,72,62
2443,Student_2443,85,97
2444,Student_2444,77,52
2445,Student_2445,67,58
2446,Student_2446,68,63
2447,Student_2447,57,68
2448,Student_2448,85,81
2449,Student_2449,78,91
2450,Student_2450,61,76
2451,Student_2451,89,84
2452,Student_2452,70,55
2453,Student_2453,70,78
2454,Student_2454,76,52
2455,Student_2455,72,85
2456,Student_2456,71,99
2457,Student_2457,60,78
2458,Student_2458,88,78
2459,Student_2459,99,50
2460,Student_2460,73,53
2461,Student_2461,60,79
2462,Student_2462,52,74
2463,Student_2463,91,59
2464,Student_2464,98,84
2465,Student_2465,59,95
2466,Student_2466,88,91
2467,Student_2467,94,62
2468,Student_2468,76,72
2469,Student_2469,82,92
2470,Student_2470,73,64
2471,Student_2471,77,56
2472,Student_2472,96,57
2473,Student_2473,56,60
2474,Student_2474,74,74
2475,Student_2475,62,87
2476,Student_2476,86,68
2477,Student_2477,75,72
2478,Student_2478,62,61
2479,Student_2479,68,50
2480,Student_2480,76,89
2481,Student_2481,77,52
2482,Student_2482,99,86
2483,Student_2483,97,77
2484,Student_2484,73,76
2485,Student_2485,58,67
2486,Student_2486,60,54
2487,Student_2487,65,83
2488,Student_2488,94,70
2489,Student_2489,79,96
2490,Student_2490,71,78
2491,Student_2491,98,64
2492,Student_2492,95,79
2493,Student_2493,89,86
2494,Student_2494,93,63
2495,Student_2495,54,69
2496,Student_2496,82,90
2497,Student_2497,62,55
2498,Student_2498,90,65
2499,Student_2499,83,64
2500,Student_2500,80,75
2501,Student_2501,50,90
2502,Student_2502,90,53
2503,Student_2503,61,95
2504,Student_2504,68,55
2505,Student_2505,67,90
2506,Student_2506,52,54
2507,Student_2507,53,55
2508,Student_2508,99,76
2509,Student_2509,68,60
2510,Student_2510,86,64
2511,Student_2511,54,54
2512,Student_2512,67,59
2513,Student_2513,64,76
2514,Student_2514,100,89
2515,Student_2515,75,68
2516,Student_2516,62,69
2517,Student_2517,95,66
2518,Student_2518,78,62
2519,Student_2519,73,55
2520,Student_2520,68,96
2521,Student_2521,94,74
2522,Student_2522,89,50
2523,Student_2523,51,82
2524,Student_2524,62,64
2525,Student_2525,78,65
2526,Student_2526,66,52
2527,Student_2527,67,52
2528,Student_2528,96,67
2529,Student_2529,58,73
2530,Student_2530,76,92
2531,Student_2531,57,72
2532,Student_2532,60,87
2533,Student_2533,83,88
2534,Student_2534,80,92
2535,Student_2535,59,99
2536,Student_2536,83,89
2537,Student_2537,77,71
2538,Student_2538,85,76
2539,Student_2539,69,54
2540,Student_2540,61,65
2541,Student_2541,74,89
2542,Student_2542,83,89
2543,Student_2543,82,78
2544,Student_2544,63,59
2545,Student_2545,91,87
2546,Student_2546,96,97
2547,Student_2547,56,63
2548,Student_2548,98,100
2549,Student_2549,72,59
2550,Student_2550,83,83
2551,Student_2551,73,97
2552,Student_2552,94,91
2553,Student_2553,50,59
2554,Student_2554,91,73
2555,Student_2555,81,96
2556,Student_2556,71,65
2557,Student_2557,54,93
2558,Student_2558,93,58
2559,Student_2559,67,76
2560,Student_2560,91,58
2561,Student_2561,90,92
2562,Student_2562,92,55
2563,Student_2563,87,78
2564,Student_2564,81,64
2565,Student_2565,66,96
2566,Student_2566,52,99
2567,Student_2567,71,60
2568,Student_2568,79,71
2569,Student_2569,70,73
2570,Student_2570,93,59
2571,Student_2571,84,74
2572,Student_2572,60,90
2573,Student_2573,56,63
2574,Student_2574,64,51
2575,Student_2575,83,100
2576,Student_2576,59,92
2577,Student_2577,69,68
2578,Student_2578,76,82
2579,Student_2579,71,89
2580,Student_2580,50,99
2581,Student_2581,86,70
2582,Student_2582,66,67
2583,Student_2583,56,50
2584,Student_2584,85,52
2585,Student_2585,99,88
2586,Student_2586,82,86
2587,Student_2587,81,83
2588,Student_2588,97,59
2589,Student_2589,66,88
2590,Student_2590,66,96
2591,Student_2591,54,78
2592,Student_2592,90,95
2593,Student_2593,75,96
2594,Student_2594,95,81
2595,Student_2595,51,88
2596,Student_2596,79,97
2597,Student_2597,77,85
2598,Student_2598,74,57
2599,Student_2599,95,82
2600,Student_2600,95,97
2601,Student_2601,82,91
2602,Student_2602,60,89
2603,Student_2603,81,52
2604,Student_2604,89,71
2605,Student_2605,59,67
2606,Student_2606,98,80
2607,Student_2607,90,72
2608,Student_2608,76,83
2609,Student_2609,84,53
2610,Student_2610,51,60
2611,Student_2611,56,80
2612,Student_2612,89,77
2613,Student_2613,69,51
2614,Student_2614,77,86
2615,Student_2615,89,76
2616,Student_2616,89,63
2617,Student_2617,71,82
2618,Student_2618,83,62
2619,Student_2619,93,67
2620,Student_2620,97,92
2621,Student_2621,74,65
2622,Student_2622,71,90
2623,Student_2623,82,50
2624,Student_2624,56,58
2625,Student_2625,92,71
2626,Student_2626,94,64
2627,Student_2627,75,90
2628,Student_2628,85,71
2629,Student_2629,70,85
2630,Student_2630,59,73
2631,Student_2631,78,65
2632,Student_2632,55,97
2633,Student_2633,100,53
2634,Student_2634,76,55
2635,Student_2635,52,90
2636,Student_2636,78,52
2637,Student_2637,97,51
2638,Student_2638,88,62
2639,Student_2639,90,55
2640,Student_2640,50,71
2641,Student_2641,68,83
2642,Student_2642,57,88
2643,Student_2643,61,88
2644,Student_2644,100,81
2645,Student_2645,53,98
2646,Student_2646,82,63
2647,Student_2647,52,55
2648,Student_2648,60,53
2649,Student_2649,52,56
2650,Student_2650,72,81
2651,Student_2651,53,87
2652,Student_2652,65,86
2653,Student_2653,100,81
2654,Student_2654,92,57
2655,Student_2655,92,59
2656,Student_2656,93,56
2657,Student_2657,57,83
2658,Student_2658,72,82
2659,Student_2659,68,67
2660,Student_2660,99,50
2661,Student_2661,82,77
2662,Student_2662,81,98
2663,Student_2663,50,96
2664,Student_2664,83,83
2665,Student_2665,92,81
2666,Student_2666,73,86
2667,Student_2667,67,61
2668,Student_2668,50,88
2669,Student_2669,63,86
2670,Student_2670,95,66
2671,Student_2671,70,50
2672,Student_2672,98,93
2673,Student_2673,82,73
2674,Student_2674,76,55
2675,Student_2675,70,50
2676,Student_2676,59,56
2677,Student_2677,70,99
2678,Student_2678,61,71
2679,Student_2679,89,80
2680,Student_2680,80,91
2681,Student_2681,99,97
2682,Student_2682,57,69
2683,Student_2683,87,87
2684,Student_2684,89,61
2685,Student_2685,63,55
2686,Student_2686,56,92
2687,Student_2687,81,55
2688,Student_2688,88,84
2689,Student_2689,75,56
2690,Student_2690,92,97
2691,Student_2691,63,55
2692,Student_2692,99,79
2693,Student_2693,68,95
2694,Student_2694,98,54
2695,Student_2695,56,95
2696,Student_2696,87,78
2697,Student_2697,72,99
2698,Student_2698,55,76
2699,Student_2699,64,95
2700,Student_2700,52,94
2701,Student_2701,83,75
2702,Student_2702,76,97
2703,Student_2703,74,51
2704,Student_2704,78,55
2705,Student_2705,99,84
2706,Student_2706,85,51
2707,Student_2707,56,58
2708,Student_2708,53,85
2709,Student_2709,99,94
2710,Student_2710,98,51
2711,Student_2711,80,84
2712,Student_2712,68,83
2713,Student_2713,98,97
2714,Student_2714,85,81
2715,Student_2715,76,54
2716,Student_2716,67,55
2717,Student_2717,73,73
2718,Student_2718,65,92
2719,Student_2719,53,93
2720,Student_2720,64,59
2721,Student_2721,89,92
2722,Student_2722,71,55
2723,Student_2723,80,52
2724,Student_2724,63,68
2725,Student_2725,88,52
2726,Student_2726,90,77
2727,Student_2727,51,74
2728,Student_2728,53,61
2729,Student_2729,79,83
2730,Student_2730,80,93
2731,Student_2731,78,81
2732,Student_2732,53,91
2733,Student_2733,55,62
2734,Student_2734,91,58
2735,Student_2735,70,73
2736,Student_2736,84,74
2737,Student_2737,55,74
2738,Student_2738,83,68
2739,Student_2739,61,79
2740,Student_2740,60,51
2741,Student_2741,80,51
2742,Student_2742,88,98
2743,Student_2743,93,89
2744,Student_2744,50,76
2745,Student_2745,90,96
2746,Student_2746,99,87
2747,Student_2747,55,95
2748,Student_2748,100,59
2749,Student_2749,79,52
2750,Student_2750,96,51
2751,Student_2751,64,78
2752,Student_2752,56,77
2753,Student_2753,80,62
2754,Student_2754,85,64
2755,Student_2755,78,69
2756,Student_2756,95,61
2757,Student_2757,83,67
2758,Student_2758,86,70
2759,Student_2759,70,90
2760,Student_2760,85,75
2761,Student_2761,76,73
2762,Student_2762,73,77
2763,Student_2763,100,79
2764,Student_2764,92,92
2765,Student_2765,68,62
2766,Student_2766,63,88
2767,Student_2767,71,61
2768,Student_2768,55,98
2769,Student_2769,53,89
2770,Student_2770,56,64
2771,Student_2771,86,52
2772,Student_2772,78,76
2773,Student_2773,54,57
2774,Student_2774,66,68
2775,Student_2775,87,71
2776,Student_2776,72,79
2777,Student_2777,65,84
2778,Student_2778,56,51
2779,Student_2779,95,55
2780,Student_2780,76,100
2781,Student_2781,91,82
2782,Student_2782,75,93
2783,Student_2783,66,79
2784,Student_2784,69,100
2785,Student_2785,92,96
2786,Student_2786,86,57
2787,Student_2787,72,84
2788,Student_2788,92,99
2789,Student_2789,53,52
2790,Student_2790,53,94
2791,Student_2791,91,96
2792,Student_2792,87,81
2793,Student_2793,90,63
2794,Student_2794,51,89
2795,Student_2795,77,73
2796,Student_2796,99,82
2797,Student_2797,87,96
2798,Student_2798,89,78
2799,Student_2799,98,56
2800,Student_2800,68,65
2801,Student_2801,72,61
2802,Student_2802,89,73
2803,Student_2803,69,82
2804,Student_2804,63,95
2805,Student_2805,59,87
2806,Student_2806,59,96
2807,Student_2807,83,95
2808,Student_2808,85,56
2809,Student_2809,66,100
2810,Student_2810,65,79
2811,Student_2811,84,51
2812,Student_2812,57,71
2813,Student_2813,61,95
2814,Student_2814,95,70
2815,Student_2815,88,69
2816,Student_2816,58,89
2817,Student_2817,82,71
2818,Student_2818,78,98
2819,Student_2819,55,80
2820,Student_2820,54,95
2821,Student_2821,94,65
2822,Student_2822,82,50
2823,Student_2823,79,83
2824,Student_2824,98,58
2825,Student_2825,69,61
2826,Student_2826,80,86
2827,Student_2827,55,97
2828,Student_2828,63,88
2829,Student_2829,86,72
2830,Student_2830,84,67
2831,Student_2831,72,96
2832,Student_2832,97,54
2833,Student_2833,82,52
2834,Student_2834,55,85
2835,Student_2835,99,60
2836,Student_2836,65,75
2837,Student_2837,60,55
2838,Student_2838,86,92
2839,Student_2839,85,90
2840,Student_2840,62,77
2841,Student_2841,55,51
2842,Student_2842,60,56
2843,Student_2843,89,50
2844,Student_2844,59,72
2845,Student_2845,99,89
2846,Student_2846,74,88
2847,Student_2847,68,89
2848,Student_2848,50,95
2849,Student_2849,79,99
2850,Student_2850,65,66
2851,Student_2851,66,79
2852,Student_2852,97,74
2853,Student_2853,94,56
2854,Student_2854,81,82
2855,Student_2855,61,81
2856,Student_2856,81,58
2857,Student_2857,73,99
2858,Student_2858,82,95
2859,Student_2859,91,85
2860,Student_2860,100,71
2861,Student_2861,82,65
2862,Student_2862,96,76
2863,Student_2863,96,96
2864,Student_2864,82,70
2865,Student_2865,61,69
2866,Student_2866,83,84
2867,Student_2867,54,76
2868,Student_2868,78,97
2869,Student_2869,72,85
2870,Student_2870,53,99
2871,Student_2871,61,98
2872,Student_2872,87,63
2873,Student_2873,92,64
2874,Student_2874,74,79
2875,Student_2875,76,53
2876,Student_2876,64,62
2877,Student_2877,70,87
2878,Student_2878,94,56
2879,Student_2879,61,61
2880,Student_2880,89,63
2881,Student_2881,83,53
2882,Student_2882,63,97
2883,Student_2883,56,76
2884,Student_2884,56,56
2885,Student_2885,80,53
2886,Student_2886,94,70
2887,Student_2887,78,52
2888,Student_2888,90,85
2889,Student_2889,66,74
2890,Student_2890,79,91
2891,Student_2891,65,51
2892,Student_2892,83,76
2893,Student_2893,81,86
2894,Student_2894,74,57
2895,Student_2895,62,96
2896,Student_2896,72,54
2897,Student_2897,51,69
2898,Student_2898,59,97
2899,Student_2899,78,54
2900,Student_2900,89,57
2901,Student_2901,66,78
2902,Student_2902,90,66
2903,Student_2903,65,75
2904,Student_2904,59,88
2905,Student_2905,84,60
2906,Student_2906,84,60
2907,Student_2907,53,97
2908,Student_2908,73,99
2909,Student_2909,84,84
2910,Student_2910,88,50
2911,Student_2911,84,61
2912,Student_2912,67,88
2913,Student_2913,82,69
2914,Student_2914,95,71
2915,Student_2915,64,81
2916,Student_2916,99,83
2917,Student_2917,71,61
2918,Student_2918,80,80
2919,Student_2919,93,61
2920,Student_2920,88,97
2921,Student_2921,85,78
2922,Student_2922,90,51
2923,Student_2923,92,83
2924,Student_2924,65,88
2925,Student_2925,60,89
2926,Student_2926,96,100
2927,Student_2927,57,71
2928,Student_2928,97,68
2929,Student_2929,52,79
2930,Student_2930,88,78
2931,Student_2931,81,71
2932,Student_2932,51,100
2933,Student_2933,65,56
2934,Student_2934,77,99
2935,Student_2935,67,86
2936,Student_2936,93,67
2937,Student_2937,73,56
2938,Student_2938,62,95
2939,Student_2939,100,65
2940,Student_2940,66,90
2941,Student_2941,92,85
2942,Student_2942,50,55
2943,Student_2943,50,64
2944,Student_2944,69,50
2945,Student_2945,96,75
2946,Student_2946,79,74
2947,Student_2947,65,94
2948,Student_2948,57,99
2949,Student_2949,58,85
2950,Student_2950,53,52
2951,Student_2951,63,83
2952,Student_2952,99,68
2953,Student_2953,51,72
2954,Student_2954,57,58
2955,Student_2955,78,94
2956,Student_2956,61,95
2957,Student_2957,95,79
2958,Student_2958,98,78
2959,Student_2959,79,73
2960,Student_2960,92,70
2961,Student_2961,71,51
2962,Student_2962,75,56
2963,Student_2963,92,52
2964,Student_2964,58,84
2965,Student_2965,51,83
2966,Student_2966,91,89
2967,Student_2967,89,68
2968,Student_2968,88,94
2969,Student_2969,92,91
2970,Student_2970,70,85
2971,Student_2971,98,50
2972,Student_2972,89,69
2973,Student_2973,52,71
2974,Student_2974,69,78
2975,Student_2975,72,85
2976,Student_2976,50,61
2977,Student_2977,88,95
2978,Student_2978,76,99
2979,Student_2979,90,72
2980,Student_2980,94,61
2981,Student_2981,93,53
2982,Student_2982,83,55
2983,Student_2983,92,98
2984,Student_2984,73,89
2985,Student_2985,96,51
2986,Student_2986,78,95
2987,Student_2987,89,97
2988,Student_2988,52,97
2989,Student_2989,65,99
2990,Student_2990,63,98
2991,Student_2991,70,77
2992,Student_2992,97,62
2993,Student_2993,64,66
2994,Student_2994,99,88
2995,Student_2995,77,74
2996,Student_2996,86,91
2997,Student_2997,71,62
2998,Student_2998,55,74
2999,Student_2999,98,62
3000,Student_3000,71,51
3001,Student_3001,57,56
3002,Student_3002,60,53
3003,Student_3003,91,78
3004,Student_3004,54,60
3005,Student_3005,90,67
3006,Student_3006,55,93
3007,Student_3007,91,59
3008,Student_3008,70,60
3009,Student_3009,89,65
3010,Student_3010,96,50
3011,Student_3011,86,59
3012,Student_3012,65,79
3013,Student_3013,50,50
3014,Student_3014,72,65
3015,Student_3015,76,81
3016,Student_3016,78,85
3017,Student_3017,63,90
3018,Student_3018,54,90
3019,Student_3019,64,56
3020,Student_3020,78,78
3021,Student_3021,59,62
3022,Student_3022,84,65
3023,Student_3023,57,72
3024,Student_3024,62,65
3025,Student_3025,56,90
3026,Student_3026,54,52
3027,Student_3027,61,54
3028,Student_3028,54,77
3029,Student_3029,77,99
3030,Student_3030,83,100
3031,Student_3031,93,78
3032,Student_3032,80,60
3033,Student_3033,60,94
3034,Student_3034,93,98
3035,Student_3035,93,77
3036,Student_3036,53,85
3037,Student_3037,79,51
3038,Student_3038,73,68
3039,Student_3039,86,61
3040,Student_3040,82,72
3041,Student_3041,83,98
3042,Student_3042,68,98
3043,Student_3043,80,51
3044,Student_3044,53,91
3045,Student_3045,51,74
3046,Student_3046,51,74
3047,Student_3047,59,91
3048,Student_3048,55,94
3049,Student_3049,89,82
3050,Student_3050,87,78
3051,Student_3051,99,74
3052,Student_3052,58,55
3053,Student_3053,52,58
3054,Student_3054,69,76
3055,Student_3055,77,85
3056,Student_3056,89,90
3057,Student_3057,63,90
3058,Student_3058,54,83
3059,Student_3059,88,91
3060,Student_3060,96,80
3061,Student_3061,86,81
3062,Student_3062,56,98
3063,Student_3063,50,85
3064,Student_3064,88,85
3065,Student_3065,91,60
3066,Student_3066,87,62
3067,Student_3067,74,77
3068,Student_3068,60,57
3069,Student_3069,66,51
3070,Student_3070,71,77
3071,Student_3071,64,82
3072,Student_3072,90,59
3073,Student_3073,96,72
3074,Student_3074,62,84
3075,Student_3075,69,61
3076,Student_3076,69,55
3077,Student_3077,84,68
3078,Student_3078,98,85
3079,Student_3079,99,71
3080,Student_3080,82,56
3081,Student_3081,73,67
3082,Student_3082,80,72
3083,Student_3083,52,86
3084,Student_3084,73,68
3085,Student_3085,69,78
3086,Student_3086,96,50
3087,Student_3087,63,72
3088,Student_3088,72,85
3089,Student_3089,61,54
3090,Student_3090,65,78
3091,Student_3091,97,69
3092,Student_3092,99,54
3093,Student_3093,73,53
3094,Student_3094,86,62
3095,Student_3095,72,95
3096,Student_3096,67,51
3097,Student_3097,71,98
3098,Student_3098,84,63
3099,Student_3099,54,85
3100,Student_3100,70,95
3101,Student_3101,69,68
3102,Student_3102,81,75
3103,Student_3103,62,89
3104,Student_3104,96,65
3105,Student_3105,60,77
3106,Student_3106,88,95
3107,Student_3107,72,65
3108,Student_3108,61,79
3109,Student_3109,76,90
3110,Student_3110,83,93
3111,Student_3111,53,74
3112,Student_3112,80,65
3113,Student_3113,63,80
3114,Student_3114,50,50
3115,Student_3115,90,60
3116,Student_3116,81,72
3117,Student_3117,81,83
3118,Student_3118,93,57
3119,Student_3119,78,86
3120,Student_3120,87,72
3121,Student_3121,54,98
3122,Student_3122,81,86
3123,Student_3123,81,54
3124,Student_3124,71,53
3125,Student_3125,77,86
3126,Student_3126,86,77
3127,Student_3127,64,60
3128,Student_3128,66,86
3129,Student_3129,84,83
3130,Student_3130,81,70
3131,Student_3131,89,85
3132,Student_3132,100,89
3133,Student_3133,75,58
3134,Student_3134,72,77
3135,Student_3135,58,73
3136,Student_3136,92,94
3137,Student_3137,55,57
3138,Student_3138,80,80
3139,Student_3139,71,79
3140,Student_3140,70,53
3141,Student_3141,98,59
3142,Student_3142,97,97
3143,Student_3143,98,50
3144,Student_3144,98,64
3145,Student_3145,98,83
3146,Student_3146,83,70
3147,Student_3147,82,97
3148,Student_3148,97,69
3149,Student_3149,82,90
3150,Student_3150,93,59
3151,Student_3151,58,76
3152,Student_3152,58,77
3153,Student_3153,67,56
3154,Student_3154,73,100
3155,Student_3155,73,56
3156,Student_3156,75,94
3157,Student_3157,92,94
3158,Student_3158,77,66
3159,Student_3159,53,79
3160,Student_3160,56,57
3161,Student_3161,97,64
3162,Student_3162,58,71
3163,Student_3163,90,63
3164,Student_3164,64,93
3165,Student_3165,63,96
3166,Student_3166,95,85
3167,Student_3167,96,98
3168,Student_3168,57,86
3169,Student_3169,80,52
3170,Student_3170,63,57
3171,Student_3171,89,88
3172,Student_3172,91,82
3173,Student_3173,84,51
3174,Student_3174,77,61
3175,Student_3175,82,79
3176,Student_3176,81,60
3177,Student_3177,58,84
3178,Student_3178,67,63
3179,Student_3179,81,89
3180,Student_3180,71,97
3181,Student_3181,98,95
3182,Student_3182,56,90
3183,Student_3183,63,92
3184,Student_3184,62,50
3185,Student_3185,66,62
3186,Student_3186,96,91
3187,Student_3187,89,87
3188,Student_3188,91,67
3189,Student_3189,53,64
3190,Student_3190,58,78
3191,Student_3191,66,87
3192,Student_3192,90,99
3193,Student_3193,51,70
3194,Student_3194,51,53
3195,Student_3195,53,75
3196,Student_3196,82,73
3197,Student_3197,50,97
3198,Student_3198,64,65
3199,Student_3199,79,66
3200,Student_3200,95,73
3201,Student_3201,52,81
3202,Student_3202,82,93
3203,Student_3203,98,96
3204,Student_3204,61,89
3205,Student_3205,55,87
3206,Student_3206,76,76
3207,Student_3207,96,71
3208,Student_3208,77,100
3209,Student_3209,51,71
3210,Student_3210,87,94
3211,Student_3211,80,70
3212,Student_3212,55,50
3213,Student_3213,60,69
3214,Student_3214,90,52
3215,Student_3215,68,100
3216,Student_3216,84,87
3217,Student_3217,56,81
3218,Student_3218,88,64
3219,Student_3219,81,65
3220,Student_3220,68,55
3221,Student_3221,65,70
3222,Student_3222,71,68
3223,Student_3223,86,62
3224,Student_3224,79,99
3225,Student_3225,86,56
3226,Student_3226,92,91
3227,Student_3227,60,58
3228,Student_3228,59,83
3229,Student_3229,55,69
3230,Student_3230,94,93
3231,Student_3231,51,64
3232,Student_3232,82,80
3233,Student_3233,77,85
3234,Student_3234,51,62
3235,Student_3235,80,54
3236,Student_3236,72,83
3237,Student_3237,63,74
3238,Student_3238,74,94
3239,Student_3239,82,62
3240,Student_3240,64,89
3241,Student_3241,65,63
3242,Student_3242,89,95
3243,Student_3243,90,98
3244,Student_3244,55,54
3245,Student_3245,53,90
3246,Student_3246,84,67
3247,Student_3247,62,53
3248,Student_3248,59,90
3249,Student_3249,91,94
3250,Student_3250,100,62
3251,Student_3251,91,55
3252,Student_3252,79,76
3253,Student_3253,96,94
3254,Student_3254,97,76
3255,Student_3255,77,96
3256,Student_3256,59,53
3257,Student_3257,77,77
3258,Student_3258,90,73
3259,Student_3259,76,76
3260,Student_3260,60,89
3261,Student_3261,88,54
3262,Student_3262,63,71
3263,Student_3263,82,65
3264,Student_3264,89,82
3265,Student_3265,81,72
3266,Student_3266,82,99
3267,Student_3267,77,88
3268,Student_3268,58,67
3269,Student_3269,78,51
3270,Student_3270,64,91
3271,Student_3271,58,97
3272,Student_3272,57,95
3273,Student_3273,70,99
3274,Student_3274,74,82
3275,Student_3275,98,77
3276,Student_3276,89,97
3277,Student_3277,51,91
3278,Student_3278,82,86
3279,Student_3279,59,91
3280,Student_3280,54,91
3281,Student_3281,80,94
3282,Student_3282,53,84
